Name,Age,Gender,Marital Status,Employment Type,Industry,Years with Current Employer,Education Level,CIBIL Score,Loan Type,Loan Purpose,Loan Amount Requested,Loan Tenure,Existing Loans,Loan Repayment History,DTI Ratio,Credit Utilization Ratio,Credit Card Payment Behavior,Monthly Income,Income Stability,Total Savings & Deposits,Bank Account Activity,Large Transactions Before Loan,Number of Credit Cards,Total Credit Limit,Utility & Rent Payments History,Fraud
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Jamie Smith,26,Female,Married,Self-Employed,Education,8,Bachelors,413,Business Loan,Equipment Purchase,445651,12,1,Poor,0.6,0.27,Missed Payments,69152,Unstable,394007,Moderate,1,2,260786,On-Time,0
Dr. Manuel Pitts,57,Female,Single,Self-Employed,Manufacturing,19,Masters,782,Personal Loan,Wedding,170011,24,0,Average,0.82,0.75,Late Payments,59153,Stable,195913,Moderate,1,3,71969,Late Payments,0
Joshua Levy,49,Female,Single,Self-Employed,Finance,13,High School,300,Business Loan,Business Expansion,495693,36,0,Good,0.49,0.55,On-Time,23713,Unstable,406502,Low,0,1,224151,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Joseph Miller,28,Female,Divorced,Unemployed,Manufacturing,11,Masters,894,Home Loan,Buying a House,392623,72,4,Good,0.76,0.58,Late Payments,134939,Stable,75919,Moderate,1,2,408377,Late Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Cassandra Hawkins,61,Male,Divorced,Unemployed,Healthcare,0,Bachelors,485,Home Loan,Buying a House,161175,84,4,Poor,0.32,0.23,Missed Payments,95265,Unstable,489118,Low,0,3,81588,Missed Payments,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Jenna Lynch,52,Female,Single,Unemployed,Healthcare,12,PhD,462,Personal Loan,Debt Consolidation,331150,12,4,Good,0.84,0.87,Missed Payments,177958,Stable,470502,High,1,2,296888,On-Time,0
Amanda Williams,44,Female,Married,Self-Employed,Healthcare,15,PhD,418,Business Loan,Working Capital,138714,36,2,Good,0.14,0.81,Late Payments,69925,Unstable,367285,High,1,1,403673,On-Time,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Amanda Garcia,46,Male,Married,Salaried,Finance,1,Bachelors,661,Home Loan,Property Investment,77735,12,2,Average,0.3,0.25,Missed Payments,191131,Stable,482683,Moderate,0,2,122651,On-Time,0
Chelsea Burton,65,Female,Married,Unemployed,Manufacturing,6,Bachelors,568,Home Loan,Buying a House,465748,12,2,Poor,0.31,0.66,On-Time,156523,Stable,406184,High,0,1,148923,Late Payments,0
Kelly Garcia,65,Male,Single,Unemployed,Finance,9,PhD,443,Car Loan,Car Repair,268654,36,0,Good,0.48,0.39,Missed Payments,59639,Unstable,42177,High,1,3,396898,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Sarah Smith,47,Male,Single,Unemployed,IT,2,PhD,820,Personal Loan,Vacation,161439,96,4,Poor,0.12,0.33,Missed Payments,35161,Stable,400354,High,0,1,360331,Missed Payments,0
Karen Santana,63,Female,Divorced,Unemployed,Healthcare,18,Masters,408,Car Loan,Car Repair,102278,96,0,Average,0.66,0.64,Late Payments,23388,Stable,326110,Moderate,0,4,194235,Missed Payments,0
Jonathan Davidson,69,Female,Single,Self-Employed,Finance,10,PhD,359,Car Loan,Vehicle Purchase,313010,96,4,Good,0.86,0.75,Missed Payments,172273,Stable,163269,Low,1,3,495518,Late Payments,0
Allison Garza,57,Male,Single,Unemployed,IT,12,Bachelors,853,Home Loan,Buying a House,148038,24,2,Good,0.78,0.48,Missed Payments,90170,Stable,493002,Moderate,1,1,209544,Missed Payments,0
Anthony Delgado,37,Female,Married,Unemployed,Healthcare,2,PhD,456,Home Loan,Home Renovation,165629,24,2,Average,0.59,0.68,Late Payments,163924,Stable,257813,Moderate,1,4,93756,Missed Payments,0
Kathleen Allen,52,Male,Single,Self-Employed,Healthcare,15,High School,821,Personal Loan,Vacation,284465,36,1,Poor,0.41,0.48,Missed Payments,189310,Unstable,66919,High,1,1,439562,Missed Payments,0
Sheila Meyers,66,Male,Divorced,Unemployed,Healthcare,0,Masters,589,Car Loan,Car Repair,417466,36,0,Poor,0.82,0.84,On-Time,85933,Unstable,342958,High,0,4,336437,On-Time,0
David Gomez,51,Male,Married,Self-Employed,Manufacturing,11,Bachelors,610,Car Loan,Car Repair,248865,24,4,Poor,0.42,0.37,Missed Payments,82395,Stable,331769,Moderate,1,4,194319,Missed Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Ann Watson,58,Male,Single,Unemployed,Finance,1,Masters,595,Home Loan,Home Renovation,169601,60,2,Average,0.32,0.99,On-Time,76112,Unstable,273611,Moderate,0,1,206754,Late Payments,0
Tanya Baird DVM,63,Female,Married,Self-Employed,Education,17,Bachelors,352,Car Loan,Vehicle Purchase,377012,72,4,Poor,0.12,0.34,Missed Payments,107212,Unstable,260099,High,1,3,462156,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Logan Martinez,24,Male,Divorced,Unemployed,Manufacturing,8,Bachelors,433,Home Loan,Home Renovation,45488,72,2,Average,0.27,0.68,On-Time,150418,Stable,83755,Low,0,1,115099,Missed Payments,0
Anne Burgess,61,Male,Married,Salaried,Healthcare,14,PhD,889,Home Loan,Home Renovation,171952,72,0,Poor,0.48,0.62,Missed Payments,158520,Stable,228351,Moderate,1,4,382844,Missed Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Christopher Edwards,23,Male,Single,Unemployed,Manufacturing,14,PhD,355,Business Loan,Equipment Purchase,286839,48,2,Average,0.48,0.79,On-Time,184791,Stable,134754,High,1,1,216147,Missed Payments,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Jacqueline Monroe,66,Female,Single,Salaried,Healthcare,7,Masters,549,Personal Loan,Wedding,303528,12,0,Good,0.53,0.94,Missed Payments,176685,Unstable,90344,Low,1,3,496810,Late Payments,0
Hector Mosley,30,Female,Single,Salaried,Manufacturing,15,Masters,818,Car Loan,Vehicle Purchase,242306,24,3,Poor,0.8,0.16,Late Payments,86595,Stable,432504,High,0,3,64864,Late Payments,0
Lauren Hess,19,Female,Divorced,Self-Employed,Finance,2,Bachelors,614,Home Loan,Property Investment,13715,60,4,Poor,0.58,0.23,Late Payments,72879,Stable,235283,High,0,3,279941,Late Payments,0
Ryan Mcbride,43,Female,Single,Self-Employed,Finance,16,PhD,343,Business Loan,Equipment Purchase,26212,24,0,Average,0.87,0.99,Late Payments,34523,Unstable,429729,Moderate,0,1,191450,On-Time,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Robert Shaw,67,Male,Married,Salaried,Healthcare,19,Bachelors,306,Business Loan,Business Expansion,301102,24,4,Average,0.82,0.77,Missed Payments,96557,Stable,464479,Moderate,0,3,279045,On-Time,0
Jonathan Howell,33,Male,Single,Unemployed,IT,0,High School,882,Car Loan,Car Repair,235196,96,3,Average,0.52,0.72,Missed Payments,137095,Stable,365677,Moderate,0,4,138410,Late Payments,0
Brandon Peterson,29,Female,Single,Salaried,Education,10,Bachelors,574,Personal Loan,Debt Consolidation,445246,48,3,Poor,0.2,0.86,Missed Payments,132038,Unstable,236911,High,1,2,445539,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Stanley Phillips,30,Male,Divorced,Unemployed,Education,19,Masters,447,Home Loan,Buying a House,75754,60,1,Average,0.53,0.23,Missed Payments,165428,Unstable,476818,High,1,4,130814,Missed Payments,0
Jacob Horn,25,Male,Single,Salaried,Finance,14,Masters,744,Home Loan,Property Investment,315831,24,2,Good,0.56,0.1,Missed Payments,122982,Stable,267686,Moderate,1,4,73597,Late Payments,0
Matthew Little,27,Male,Married,Salaried,Manufacturing,12,PhD,368,Personal Loan,Debt Consolidation,344777,72,3,Good,0.84,0.29,On-Time,88991,Unstable,280904,Moderate,0,3,75708,On-Time,0
Shawn Johnson,61,Female,Single,Salaried,IT,2,Masters,450,Car Loan,Car Repair,470606,48,1,Good,0.75,0.18,Missed Payments,53617,Unstable,233262,Low,1,2,359063,Missed Payments,0
Ryan Ford,41,Female,Single,Unemployed,IT,18,Bachelors,760,Personal Loan,Wedding,248518,72,3,Good,0.28,0.64,Missed Payments,20872,Unstable,165308,High,0,4,176239,On-Time,0
Andrea Mason,48,Male,Single,Unemployed,Healthcare,4,High School,336,Car Loan,Car Repair,469496,48,2,Average,0.79,0.3,On-Time,110905,Stable,350872,Moderate,0,1,285418,Late Payments,0
Kelly Baker,58,Male,Divorced,Salaried,Education,13,PhD,386,Home Loan,Property Investment,475543,72,3,Poor,0.17,0.86,Late Payments,88318,Unstable,315470,High,0,2,233921,Missed Payments,0
Caleb Mccoy,47,Male,Married,Unemployed,Manufacturing,19,PhD,519,Home Loan,Property Investment,176498,36,3,Average,0.57,0.77,Missed Payments,31877,Stable,261385,High,0,2,211325,On-Time,0
Amanda Alexander,53,Female,Divorced,Unemployed,Finance,14,Bachelors,395,Business Loan,Working Capital,150890,96,0,Average,0.53,0.86,Missed Payments,114750,Unstable,135371,Moderate,1,4,188883,Late Payments,0
Brenda Walker,29,Female,Divorced,Self-Employed,Finance,5,PhD,432,Personal Loan,Wedding,454121,12,4,Average,0.52,0.2,Late Payments,24152,Unstable,384129,High,0,4,228496,On-Time,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Isaac Johnson,46,Female,Married,Unemployed,IT,11,Masters,865,Personal Loan,Medical Emergency,221710,36,4,Average,0.76,0.95,On-Time,149077,Unstable,371743,High,0,1,68161,Late Payments,0
Cody Graham,62,Female,Single,Self-Employed,Education,13,Masters,502,Business Loan,Working Capital,19357,36,4,Poor,0.18,0.46,Missed Payments,112887,Stable,399197,High,1,3,174541,Late Payments,0
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Zachary Smith,59,Male,Divorced,Salaried,Education,8,Masters,546,Business Loan,Business Expansion,390174,12,0,Average,0.49,0.27,Late Payments,124301,Unstable,359323,Low,1,2,217811,Late Payments,0
Lauren Hess,19,Female,Divorced,Self-Employed,Finance,2,Bachelors,614,Home Loan,Property Investment,13715,60,4,Poor,0.58,0.23,Late Payments,72879,Stable,235283,High,0,3,279941,Late Payments,0
Jack Wilson,26,Male,Married,Salaried,Finance,11,PhD,324,Business Loan,Working Capital,233013,12,3,Good,0.89,0.7,On-Time,69114,Unstable,370295,Low,0,1,237336,Late Payments,0
Lee Terrell,53,Female,Divorced,Self-Employed,IT,11,Bachelors,783,Personal Loan,Debt Consolidation,40111,60,0,Poor,0.23,0.44,Late Payments,183476,Stable,38940,High,0,1,144141,Late Payments,0
Susan Stone,43,Male,Married,Unemployed,Healthcare,7,Masters,743,Personal Loan,Vacation,387941,24,1,Good,0.84,0.82,Late Payments,31229,Unstable,335165,Moderate,0,4,434019,On-Time,0
Lisa Dyer,18,Male,Married,Unemployed,IT,9,High School,794,Business Loan,Working Capital,176895,96,3,Good,0.15,0.3,On-Time,94643,Stable,172953,High,0,3,460496,On-Time,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Kara Jones,54,Female,Married,Unemployed,Education,17,PhD,613,Home Loan,Home Renovation,103844,72,0,Good,0.86,0.91,Late Payments,41120,Stable,317356,Low,1,3,69889,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Mark Cain,51,Male,Divorced,Self-Employed,Education,8,PhD,581,Car Loan,Vehicle Purchase,206166,84,4,Good,0.5,0.62,Missed Payments,121394,Stable,54047,High,0,2,390421,Late Payments,0
Ronnie Fitzgerald,27,Male,Divorced,Self-Employed,Education,12,Masters,384,Car Loan,Car Repair,87876,36,1,Average,0.49,0.51,Late Payments,88553,Unstable,372437,High,1,4,89291,On-Time,0
William Cruz,31,Male,Divorced,Self-Employed,Education,11,Bachelors,850,Personal Loan,Debt Consolidation,409346,36,4,Average,0.74,0.31,On-Time,81083,Unstable,105577,Low,1,2,120075,Late Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Kaitlyn Wade,33,Female,Single,Salaried,Education,8,High School,685,Business Loan,Business Expansion,360066,84,0,Poor,0.49,0.11,Missed Payments,139803,Stable,184619,High,0,2,374404,On-Time,0
Robert Warren,59,Male,Married,Salaried,IT,3,High School,832,Home Loan,Home Renovation,68580,84,2,Average,0.8,0.48,Missed Payments,137153,Stable,190245,Low,1,3,315759,Missed Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Sandra Lewis,37,Female,Divorced,Salaried,IT,15,High School,814,Business Loan,Working Capital,124774,60,3,Good,0.61,0.46,Late Payments,123295,Unstable,90950,Low,0,2,370576,On-Time,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Mrs. Claudia Moore,25,Female,Single,Salaried,Education,7,Masters,500,Business Loan,Working Capital,64951,60,3,Average,0.33,0.59,On-Time,176126,Unstable,361359,Low,0,3,271169,On-Time,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Tammy Adams,37,Female,Single,Self-Employed,Education,17,PhD,659,Business Loan,Working Capital,127260,96,3,Average,0.32,0.88,On-Time,64726,Unstable,262585,High,0,4,349308,Late Payments,0
Jane Ball,68,Male,Married,Unemployed,Healthcare,4,Masters,670,Home Loan,Home Renovation,329195,84,1,Average,0.53,0.11,Missed Payments,93149,Unstable,423387,Moderate,0,1,498843,Late Payments,0
Mrs. Nicole Kelley,30,Male,Divorced,Unemployed,Education,10,PhD,384,Car Loan,Car Repair,104979,12,1,Good,0.15,0.69,Missed Payments,84105,Stable,288922,High,1,1,348649,On-Time,0
Cody Buchanan,22,Male,Divorced,Unemployed,IT,15,PhD,503,Car Loan,Vehicle Purchase,253020,12,2,Poor,0.76,0.66,On-Time,128887,Unstable,245028,Moderate,0,3,234124,Late Payments,0
Lisa Davenport,26,Male,Married,Unemployed,IT,6,PhD,473,Home Loan,Home Renovation,251741,72,3,Average,0.87,0.71,On-Time,45054,Stable,407666,Moderate,1,3,270550,On-Time,0
Ronnie Velasquez,34,Male,Divorced,Self-Employed,IT,12,Masters,391,Personal Loan,Vacation,483449,12,1,Good,0.89,0.12,On-Time,133679,Unstable,192641,Moderate,1,3,188086,Missed Payments,0
Michelle Ortega,27,Male,Married,Unemployed,Finance,12,PhD,320,Business Loan,Business Expansion,100416,96,2,Average,0.56,0.46,Late Payments,199352,Unstable,149317,High,1,3,167325,Missed Payments,0
Mrs. Marilyn Hodges MD,67,Male,Married,Self-Employed,IT,11,Bachelors,882,Car Loan,Vehicle Purchase,328900,96,2,Average,0.64,0.89,Missed Payments,25159,Unstable,138966,Low,1,1,103268,On-Time,0
Caleb Tyler,22,Male,Single,Salaried,Manufacturing,9,Masters,532,Home Loan,Property Investment,10791,60,1,Average,0.11,0.31,Missed Payments,29970,Stable,36917,Low,1,1,439728,Missed Payments,0
Robert Hess,27,Female,Divorced,Unemployed,Manufacturing,6,PhD,361,Personal Loan,Medical Emergency,239562,60,2,Poor,0.49,0.7,Missed Payments,105269,Stable,364332,Low,0,4,100760,Missed Payments,0
Alexander Smith,62,Female,Single,Self-Employed,Finance,1,Masters,681,Personal Loan,Debt Consolidation,478685,96,2,Poor,0.4,0.87,On-Time,104137,Unstable,63403,Low,0,2,222615,On-Time,0
David Floyd,48,Male,Married,Unemployed,Finance,0,High School,446,Business Loan,Equipment Purchase,164867,84,2,Poor,0.57,0.2,Missed Payments,185970,Stable,108843,Low,1,1,436665,Missed Payments,0
William Hale,57,Female,Single,Unemployed,Healthcare,16,Bachelors,535,Personal Loan,Debt Consolidation,144121,72,0,Good,0.29,0.73,On-Time,89495,Unstable,409263,High,1,2,57031,Missed Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Kara Jones,54,Female,Married,Unemployed,Education,17,PhD,613,Home Loan,Home Renovation,103844,72,0,Good,0.86,0.91,Late Payments,41120,Stable,317356,Low,1,3,69889,On-Time,0
Logan Martinez,24,Male,Divorced,Unemployed,Manufacturing,8,Bachelors,433,Home Loan,Home Renovation,45488,72,2,Average,0.27,0.68,On-Time,150418,Stable,83755,Low,0,1,115099,Missed Payments,0
Deborah Wu,69,Male,Single,Salaried,Healthcare,13,Bachelors,602,Personal Loan,Vacation,12754,48,4,Good,0.39,0.1,Late Payments,96680,Unstable,42379,Low,0,2,378149,On-Time,0
Dana Thompson,59,Female,Divorced,Unemployed,Manufacturing,18,PhD,565,Business Loan,Equipment Purchase,97849,72,0,Good,0.15,0.68,Missed Payments,120472,Stable,464545,High,1,1,193312,On-Time,0
Justin Walker,60,Male,Married,Unemployed,Education,2,Masters,653,Personal Loan,Wedding,202524,84,2,Poor,0.41,0.11,Missed Payments,100953,Unstable,58056,Moderate,0,4,81495,Missed Payments,0
Daniel Salazar,22,Male,Married,Unemployed,Healthcare,19,PhD,726,Home Loan,Property Investment,187725,12,3,Poor,0.52,0.27,Missed Payments,162091,Stable,253310,Moderate,1,2,419695,Missed Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Emily Stein,61,Female,Married,Unemployed,IT,16,PhD,561,Business Loan,Working Capital,187697,36,0,Good,0.62,0.24,Missed Payments,111472,Unstable,104730,Low,0,1,293650,On-Time,0
Juan Ramirez,22,Female,Single,Unemployed,Education,15,Bachelors,849,Business Loan,Working Capital,89718,24,1,Good,0.25,0.69,Late Payments,54615,Stable,405948,High,1,3,90388,Late Payments,0
Jake Morgan,19,Male,Married,Salaried,IT,12,Masters,501,Home Loan,Property Investment,82929,60,2,Average,0.21,0.26,On-Time,45579,Unstable,265017,Moderate,0,3,343133,Late Payments,0
Christine Gonzalez,51,Male,Single,Self-Employed,Manufacturing,11,High School,618,Car Loan,Vehicle Purchase,69379,36,0,Average,0.45,0.67,Late Payments,39306,Stable,291069,Moderate,0,3,68012,Missed Payments,0
